C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
,,,,,,,,,,1. Locate the player you want to select in the list below ,,,,,,,,
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
,,,,,,,,,,3. Paste the ID into the roster position desired ,,,,,,,,
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
,,,,,,,,,,5. You can create up to 500 lineups per file ,,,,,,,,
 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,C,Lars Eller (12321578),Lars Eller,12321578,C/UTIL,4400,WAS@CAR 03/28/2019 07:00PM ET,WAS,2.43
,,,,,,,,,,LW,Andrei Svechnikov (12321840),Andrei Svechnikov,12321840,W/UTIL,4400,WAS@CAR 03/28/2019 07:00PM ET,CAR,2.53
,,,,,,,,,,LW,Jonathan Drouin (12321842),Jonathan Drouin,12321842,W/UTIL,4400,MON@CLS 03/28/2019 07:00PM ET,MON,2.94
,,,,,,,,,,C,Chris Tierney (12321580),Chris Tierney,12321580,C/UTIL,4300,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.41
,,,,,,,,,,D,Cody Ceci (12322266),Cody Ceci,12322266,D/UTIL,4300,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.63
,,,,,,,,,,D,Josh Morrissey (12322268),Josh Morrissey,12322268,D/UTIL,4300,NYI@WPG 03/28/2019 08:00PM ET,WPG,2.9
,,,,,,,,,,D,Esa Lindell (12322264),Esa Lindell,12322264,D/UTIL,4300,DAL@EDM 03/28/2019 09:00PM ET,DAL,2.68
,,,,,,,,,,LW,Brendan Perlini (12321844),Brendan Perlini,12321844,W/UTIL,4300,CHI@SJ 03/28/2019 10:30PM ET,CHI,1.88
,,,,,,,,,,C,Evan Rodrigues (12321582),Evan Rodrigues,12321582,C/UTIL,4200,DET@BUF 03/28/2019 07:00PM ET,BUF,2.31
,,,,,,,,,,RW,Alexander Nylander (12321846),Alexander Nylander,12321846,W/UTIL,4200,DET@BUF 03/28/2019 07:00PM ET,BUF,2.06
,,,,,,,,,,D,Zach Bogosian (12322272),Zach Bogosian,12322272,D/UTIL,4200,DET@BUF 03/28/2019 07:00PM ET,BUF,2.25
,,,,,,,,,,RW,Brett Connolly (12321848),Brett Connolly,12321848,W/UTIL,4200,WAS@CAR 03/28/2019 07:00PM ET,WAS,2.42
,,,,,,,,,,LW,Sven Baertschi (12321850),Sven Baertschi,12321850,W/UTIL,4200,LA@VAN 03/28/2019 10:00PM ET,VAN,2.54
,,,,,,,,,,D,Alex Biega (12322270),Alex Biega,12322270,D/UTIL,4200,LA@VAN 03/28/2019 10:00PM ET,VAN,2.49
,,,,,,,,,,D,Jaccob Slavin (12322274),Jaccob Slavin,12322274,D/UTIL,4100,WAS@CAR 03/28/2019 07:00PM ET,CAR,2.53
,,,,,,,,,,D,Matt Niskanen (12322278),Matt Niskanen,12322278,D/UTIL,4100,WAS@CAR 03/28/2019 07:00PM ET,WAS,2.48
,,,,,,,,,,RW,Bobby Ryan (12321856),Bobby Ryan,12321856,W/UTIL,4100,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.66
,,,,,,,,,,D,Mike Matheson (12322280),Mike Matheson,12322280,D/UTIL,4100,FLA@OTT 03/28/2019 07:30PM ET,FLA,2.53
,,,,,,,,,,D,Johnny Boychuk (12322276),Johnny Boychuk,12322276,D/UTIL,4100,NYI@WPG 03/28/2019 08:00PM ET,NYI,2.49
,,,,,,,,,,RW,Alex Chiasson (12321852),Alex Chiasson,12321852,W/UTIL,4100,DAL@EDM 03/28/2019 09:00PM ET,EDM,2.49
,,,,,,,,,,C,Joe Thornton (12321584),Joe Thornton,12321584,C/UTIL,4100,CHI@SJ 03/28/2019 10:30PM ET,SJ,2.35
,,,,,,,,,,RW,Kevin Labanc (12321854),Kevin Labanc,12321854,W/UTIL,4100,CHI@SJ 03/28/2019 10:30PM ET,SJ,2.44
,,,,,,,,,,LW,Micheal Ferland (12321858),Micheal Ferland,12321858,W/UTIL,4000,WAS@CAR 03/28/2019 07:00PM ET,CAR,2.7
,,,,,,,,,,LW,Jakub Vrana (12321860),Jakub Vrana,12321860,W/UTIL,4000,WAS@CAR 03/28/2019 07:00PM ET,WAS,2.62
,,,,,,,,,,D,Brett Pesce (12322284),Brett Pesce,12322284,D/UTIL,4000,WAS@CAR 03/28/2019 07:00PM ET,CAR,2.46
,,,,,,,,,,D,Michal Kempny (12322288),Michal Kempny,12322288,D/UTIL,4000,WAS@CAR 03/28/2019 07:00PM ET,WAS,2.52
,,,,,,,,,,LW,Paul Byron (12321862),Paul Byron,12321862,W/UTIL,4000,MON@CLS 03/28/2019 07:00PM ET,MON,2.62
,,,,,,,,,,D,Miro Heiskanen (12322282),Miro Heiskanen,12322282,D/UTIL,4000,DAL@EDM 03/28/2019 09:00PM ET,DAL,2.54
,,,,,,,,,,D,Alec Martinez (12322286),Alec Martinez,12322286,D/UTIL,4000,LA@VAN 03/28/2019 10:00PM ET,LA,2.49
,,,,,,,,,,C,Artem Anisimov (12321586),Artem Anisimov,12321586,C/UTIL,4000,CHI@SJ 03/28/2019 10:30PM ET,CHI,2.27
,,,,,,,,,,RW,Thomas Vanek (12321864),Thomas Vanek,12321864,W/UTIL,3900,DET@BUF 03/28/2019 07:00PM ET,DET,2.32
,,,,,,,,,,D,Danny DeKeyser (12322290),Danny DeKeyser,12322290,D/UTIL,3900,DET@BUF 03/28/2019 07:00PM ET,DET,2.26
,,,,,,,,,,C,Phillip Danault (12321588),Phillip Danault,12321588,C/UTIL,3900,MON@CLS 03/28/2019 07:00PM ET,MON,2.63
,,,,,,,,,,D,Kris Russell (12322292),Kris Russell,12322292,D/UTIL,3900,DAL@EDM 03/28/2019 09:00PM ET,EDM,2.32
,,,,,,,,,,C,Frans Nielsen (12321592),Frans Nielsen,12321592,C/UTIL,3800,DET@BUF 03/28/2019 07:00PM ET,DET,2.32
,,,,,,,,,,C,Jean-Gabriel Pageau (12321590),Jean-Gabriel Pageau,12321590,C/UTIL,3800,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.29
,,,,,,,,,,C,Colin White (12321594),Colin White,12321594,C/UTIL,3800,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.45
,,,,,,,,,,D,Dylan DeMelo (12322294),Dylan DeMelo,12322294,D/UTIL,3800,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.23
,,,,,,,,,,D,Christian Wolanin (12322296),Christian Wolanin,12322296,D/UTIL,3800,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.26
,,,,,,,,,,RW,Jordan Eberle (12321866),Jordan Eberle,12321866,W/UTIL,3800,NYI@WPG 03/28/2019 08:00PM ET,NYI,2.36
,,,,,,,,,,LW,Josh Bailey (12321868),Josh Bailey,12321868,W/UTIL,3800,NYI@WPG 03/28/2019 08:00PM ET,NYI,2.56
,,,,,,,,,,D,Connor Murphy (12322298),Connor Murphy,12322298,D/UTIL,3800,CHI@SJ 03/28/2019 10:30PM ET,CHI,2.26
,,,,,,,,,,D,David Savard (12322300),David Savard,12322300,D/UTIL,3700,MON@CLS 03/28/2019 07:00PM ET,CLS,2.06
,,,,,,,,,,D,Ryan Murray (12322302),Ryan Murray,12322302,D/UTIL,3700,MON@CLS 03/28/2019 07:00PM ET,CLS,2.52
,,,,,,,,,,RW,Tyler Toffoli (12321870),Tyler Toffoli,12321870,W/UTIL,3700,LA@VAN 03/28/2019 10:00PM ET,LA,2.56
,,,,,,,,,,RW,Ilya Kovalchuk (12321872),Ilya Kovalchuk,12321872,W/UTIL,3700,LA@VAN 03/28/2019 10:00PM ET,LA,2.55
,,,,,,,,,,RW,Joel Armia (12321880),Joel Armia,12321880,W/UTIL,3600,MON@CLS 03/28/2019 07:00PM ET,MON,2.33
,,,,,,,,,,D,Brett Kulak (12322306),Brett Kulak,12322306,D/UTIL,3600,MON@CLS 03/28/2019 07:00PM ET,MON,2.12
,,,,,,,,,,C,Oscar Lindberg (12321598),Oscar Lindberg,12321598,C/UTIL,3600,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.07
,,,,,,,,,,LW,Anthony Duclair (12321876),Anthony Duclair,12321876,W/UTIL,3600,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.1
,,,,,,,,,,D,Tyler Myers (12322304),Tyler Myers,12322304,D/UTIL,3600,NYI@WPG 03/28/2019 08:00PM ET,WPG,2.54
,,,,,,,,,,RW,Sam Gagner (12321878),Sam Gagner,12321878,W/UTIL,3600,DAL@EDM 03/28/2019 09:00PM ET,EDM,2.2
,,,,,,,,,,C,Jeff Carter (12321596),Jeff Carter,12321596,C/UTIL,3600,LA@VAN 03/28/2019 10:00PM ET,LA,2.4
,,,,,,,,,,LW,Alex Iafallo (12321874),Alex Iafallo,12321874,W/UTIL,3600,LA@VAN 03/28/2019 10:00PM ET,LA,2.27
,,,,,,,,,,RW,Jake Virtanen (12321882),Jake Virtanen,12321882,W/UTIL,3600,LA@VAN 03/28/2019 10:00PM ET,VAN,2.35
,,,,,,,,,,D,Ben Hutton (12322308),Ben Hutton,12322308,D/UTIL,3600,LA@VAN 03/28/2019 10:00PM ET,VAN,2.3
,,,,,,,,,,LW,Tyler Bertuzzi (12321884),Tyler Bertuzzi,12321884,W/UTIL,3500,DET@BUF 03/28/2019 07:00PM ET,DET,2.42
,,,,,,,,,,LW,Conor Sheary (12321886),Conor Sheary,12321886,W/UTIL,3500,DET@BUF 03/28/2019 07:00PM ET,BUF,2.2
,,,,,,,,,,RW,Luke Glendening (12321890),Luke Glendening,12321890,W/UTIL,3500,DET@BUF 03/28/2019 07:00PM ET,DET,2.09
,,,,,,,,,,LW,Evgeny Svechnikov (12321896),Evgeny Svechnikov,12321896,W/UTIL,3500,DET@BUF 03/28/2019 07:00PM ET,DET,0
,,,,,,,,,,RW,Nick Foligno (12321894),Nick Foligno,12321894,W/UTIL,3500,MON@CLS 03/28/2019 07:00PM ET,CLS,2.48
,,,,,,,,,,D,MacKenzie Weegar (12322310),MacKenzie Weegar,12322310,D/UTIL,3500,FLA@OTT 03/28/2019 07:30PM ET,FLA,1.95
,,,,,,,,,,D,Scott Mayfield (12322312),Scott Mayfield,12322312,D/UTIL,3500,NYI@WPG 03/28/2019 08:00PM ET,NYI,2.24
,,,,,,,,,,C,Radek Faksa (12321600),Radek Faksa,12321600,C/UTIL,3500,DAL@EDM 03/28/2019 09:00PM ET,DAL,2.11
,,,,,,,,,,D,Stephen Johns (12322314),Stephen Johns,12322314,D/UTIL,3500,DAL@EDM 03/28/2019 09:00PM ET,DAL,0
,,,,,,,,,,LW,Tanner Pearson (12321888),Tanner Pearson,12321888,W/UTIL,3500,LA@VAN 03/28/2019 10:00PM ET,VAN,1.87
,,,,,,,,,,LW,Josh Leivo (12321892),Josh Leivo,12321892,W/UTIL,3500,LA@VAN 03/28/2019 10:00PM ET,VAN,1.97
,,,,,,,,,,RW,Jordan Martinook (12321902),Jordan Martinook,12321902,W/UTIL,3400,WAS@CAR 03/28/2019 07:00PM ET,CAR,2.05
,,,,,,,,,,D,Dmitry Orlov (12322320),Dmitry Orlov,12322320,D/UTIL,3400,WAS@CAR 03/28/2019 07:00PM ET,WAS,2.04
,,,,,,,,,,C,Jesperi Kotkaniemi (12321602),Jesperi Kotkaniemi,12321602,C/UTIL,3400,MON@CLS 03/28/2019 07:00PM ET,MON,2.17
,,,,,,,,,,RW,Oliver Bjorkstrand (12321900),Oliver Bjorkstrand,12321900,W/UTIL,3400,MON@CLS 03/28/2019 07:00PM ET,CLS,2.25
,,,,,,,,,,RW,Max Veronneau (12321898),Max Veronneau,12321898,W/UTIL,3400,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.17
,,,,,,,,,,C,Casey Cizikas (12321604),Casey Cizikas,12321604,C/UTIL,3400,NYI@WPG 03/28/2019 08:00PM ET,NYI,2.4
,,,,,,,,,,D,Nick Leddy (12322316),Nick Leddy,12322316,D/UTIL,3400,NYI@WPG 03/28/2019 08:00PM ET,NYI,1.95
,,,,,,,,,,D,Devon Toews (12322324),Devon Toews,12322324,D/UTIL,3400,NYI@WPG 03/28/2019 08:00PM ET,NYI,2.04
,,,,,,,,,,D,Matt Roy (12322318),Matt Roy,12322318,D/UTIL,3400,LA@VAN 03/28/2019 10:00PM ET,LA,2
,,,,,,,,,,D,Christopher Tanev (12322326),Christopher Tanev,12322326,D/UTIL,3400,LA@VAN 03/28/2019 10:00PM ET,VAN,2.04
,,,,,,,,,,D,Justin Braun (12322322),Justin Braun,12322322,D/UTIL,3400,CHI@SJ 03/28/2019 10:30PM ET,SJ,1.94
,,,,,,,,,,D,Jake McCabe (12322332),Jake McCabe,12322332,D/UTIL,3300,DET@BUF 03/28/2019 07:00PM ET,BUF,2
,,,,,,,,,,LW,Carl Hagelin (12321904),Carl Hagelin,12321904,W/UTIL,3300,WAS@CAR 03/28/2019 07:00PM ET,WAS,1.74
,,,,,,,,,,D,Jordie Benn (12322330),Jordie Benn,12322330,D/UTIL,3300,MON@CLS 03/28/2019 07:00PM ET,MON,2
,,,,,,,,,,C,Roope Hintz (12321606),Roope Hintz,12321606,C/UTIL,3300,DAL@EDM 03/28/2019 09:00PM ET,DAL,1.96
,,,,,,,,,,LW,Antoine Roussel (12321908),Antoine Roussel,12321908,W/UTIL,3300,LA@VAN 03/28/2019 10:00PM ET,VAN,2.12
,,,,,,,,,,D,Troy Stecher (12322328),Troy Stecher,12322328,D/UTIL,3300,LA@VAN 03/28/2019 10:00PM ET,VAN,1.87
,,,,,,,,,,LW,Joonas Donskoi (12321906),Joonas Donskoi,12321906,W/UTIL,3300,CHI@SJ 03/28/2019 10:30PM ET,SJ,2.08
,,,,,,,,,,LW,Artturi Lehkonen (12321912),Artturi Lehkonen,12321912,W/UTIL,3200,MON@CLS 03/28/2019 07:00PM ET,MON,2.09
,,,,,,,,,,D,Ben Chiarot (12322340),Ben Chiarot,12322340,D/UTIL,3200,NYI@WPG 03/28/2019 08:00PM ET,WPG,2.15
,,,,,,,,,,RW,Zack Kassian (12321910),Zack Kassian,12321910,W/UTIL,3200,DAL@EDM 03/28/2019 09:00PM ET,EDM,1.71
,,,,,,,,,,D,Adam Larsson (12322334),Adam Larsson,12322334,D/UTIL,3200,DAL@EDM 03/28/2019 09:00PM ET,EDM,2.06
,,,,,,,,,,D,Sean Walker (12322338),Sean Walker,12322338,D/UTIL,3200,LA@VAN 03/28/2019 10:00PM ET,LA,1.85
,,,,,,,,,,D,Tim Heed (12322336),Tim Heed,12322336,D/UTIL,3200,CHI@SJ 03/28/2019 10:30PM ET,SJ,1.84
,,,,,,,,,,RW,Kyle Okposo (12321924),Kyle Okposo,12321924,W/UTIL,3100,DET@BUF 03/28/2019 07:00PM ET,BUF,1.95
,,,,,,,,,,LW,Rudolfs Balcers (12321918),Rudolfs Balcers,12321918,W/UTIL,3100,FLA@OTT 03/28/2019 07:30PM ET,OTT,2.02
,,,,,,,,,,RW,Colton Sceviour (12321920),Colton Sceviour,12321920,W/UTIL,3100,FLA@OTT 03/28/2019 07:30PM ET,FLA,2.04
,,,,,,,,,,RW,Magnus Paajarvi (12321922),Magnus Paajarvi,12321922,W/UTIL,3100,FLA@OTT 03/28/2019 07:30PM ET,OTT,1.76
,,,,,,,,,,LW,Zack Smith (12321926),Zack Smith,12321926,W/UTIL,3100,FLA@OTT 03/28/2019 07:30PM ET,OTT,1.95
,,,,,,,,,,C,Valtteri Filppula (12321608),Valtteri Filppula,12321608,C/UTIL,3100,NYI@WPG 03/28/2019 08:00PM ET,NYI,1.81
,,,,,,,,,,D,Adam Pelech (12322342),Adam Pelech,12322342,D/UTIL,3100,NYI@WPG 03/28/2019 08:00PM ET,NYI,2
,,,,,,,,,,D,Roman Polak (12322344),Roman Polak,12322344,D/UTIL,3100,DAL@EDM 03/28/2019 09:00PM ET,DAL,1.79
,,,,,,,,,,RW,Loui Eriksson (12321914),Loui Eriksson,12321914,W/UTIL,3100,LA@VAN 03/28/2019 10:00PM ET,VAN,1.7
,,,,,,,,,,RW,Tyler Motte (12321928),Tyler Motte,12321928,W/UTIL,3100,LA@VAN 03/28/2019 10:00PM ET,VAN,1.7
,,,,,,,,,,RW,Dylan Sikura (12321916),Dylan Sikura,12321916,W/UTIL,3100,CHI@SJ 03/28/2019 10:30PM ET,CHI,1.52
,,,,,,,,,,RW,Jason Pominville (12321932),Jason Pominville,12321932,W/UTIL,3000,DET@BUF 03/28/2019 07:00PM ET,BUF,2.07
,,,,,,,,,,D,Filip Hronek (12322346),Filip Hronek,12322346,D/UTIL,3000,DET@BUF 03/28/2019 07:00PM ET,DET,2.02
,,,,,,,,,,D,William Borgen (12322348),William Borgen,12322348,D/UTIL,3000,DET@BUF 03/28/2019 07:00PM ET,BUF,0
,,,,,,,,,,C,Lucas Wallmark (12321610),Lucas Wallmark,12321610,C/UTIL,3000,WAS@CAR 03/28/2019 07:00PM ET,CAR,1.93
,,,,,,,,,,D,Nick Jensen (12322354),Nick Jensen,12322354,D/UTIL,3000,WAS@CAR 03/28/2019 07:00PM ET,WAS,1.79
,,,,,,,,,,C,Denis Malgin (12321612),Denis Malgin,12321612,C/UTIL,3000,FLA@OTT 03/28/2019 07:30PM ET,FLA,1.67
,,,,,,,,,,LW,Jamie McGinn (12321934),Jamie McGinn,12321934,W/UTIL,3000,FLA@OTT 03/28/2019 07:30PM ET,FLA,1.67
,,,,,,,,,,C,Jason Spezza (12321614),Jason Spezza,12321614,C/UTIL,3000,DAL@EDM 03/28/2019 09:00PM ET,DAL,1.81
,,,,,,,,,,C,Martin Hanzal (12321616),Martin Hanzal,12321616,C/UTIL,3000,DAL@EDM 03/28/2019 09:00PM ET,DAL,2
,,,,,,,,,,D,Ben Lovejoy (12322350),Ben Lovejoy,12322350,D/UTIL,3000,DAL@EDM 03/28/2019 09:00PM ET,DAL,1.75
,,,,,,,,,,LW,Nikolay Goldobin (12321936),Nikolay Goldobin,12321936,W/UTIL,3000,LA@VAN 03/28/2019 10:00PM ET,VAN,1.98
,,,,,,,,,,RW,Dominik Kahun (12321930),Dominik Kahun,12321930,W/UTIL,3000,CHI@SJ 03/28/2019 10:30PM ET,CHI,2.05
,,,,,,,,,,LW,Drake Caggiula (12321938),Drake Caggiula,12321938,W/UTIL,3000,CHI@SJ 03/28/2019 10:30PM ET,CHI,2.1
,,,,,,,,,,D,Slater Koekkoek (12322352),Slater Koekkoek,12322352,D/UTIL,3000,CHI@SJ 03/28/2019 10:30PM ET,CHI,1.79
,,,,,,,,,,C,Casey Mittelstadt (12321618),Casey Mittelstadt,12321618,C/UTIL,2900,DET@BUF 03/28/2019 07:00PM ET,BUF,1.69
,,,,,,,,,,C,Michael Rasmussen (12321620),Michael Rasmussen,12321620,C/UTIL,2900,DET@BUF 03/28/2019 07:00PM ET,DET,1.53
,,,,,,,,,,RW,Darren Helm (12321942),Darren Helm,12321942,W/UTIL,2900,DET@BUF 03/28/2019 07:00PM ET,DET,1.89
,,,,,,,,,,D,Niklas Kronwall (12322356),Niklas Kronwall,12322356,D/UTIL,2900,DET@BUF 03/28/2019 07:00PM ET,DET,1.75
,,,,,,,,,,D,Marco Scandella (12322362),Marco Scandella,12322362,D/UTIL,2900,DET@BUF 03/28/2019 07:00PM ET,BUF,1.76
,,,,,,,,,,D,Mike Reilly (12322364),Mike Reilly,12322364,D/UTIL,2900,MON@CLS 03/28/2019 07:00PM ET,MON,1.79
,,,,,,,,,,RW,Mikkel Boedker (12321940),Mikkel Boedker,12321940,W/UTIL,2900,FLA@OTT 03/28/2019 07:30PM ET,OTT,1.86
,,,,,,,,,,LW,Marian Gaborik (12321948),Marian Gaborik,12321948,W/UTIL,2900,FLA@OTT 03/28/2019 07:30PM ET,OTT,0
,,,,,,,,,,LW,Bryan Little (12321944),Bryan Little,12321944,W/UTIL,2900,NYI@WPG 03/28/2019 08:00PM ET,WPG,2.27
,,,,,,,,,,D,Matt Benning (12322358),Matt Benning,12322358,D/UTIL,2900,DAL@EDM 03/28/2019 09:00PM ET,EDM,1.62
,,,,,,,,,,D,Taylor Fedun (12322360),Taylor Fedun,12322360,D/UTIL,2900,DAL@EDM 03/28/2019 09:00PM ET,DAL,1.84
,,,,,,,,,,LW,Brendan Leipsic (12321946),Brendan Leipsic,12321946,W/UTIL,2900,LA@VAN 03/28/2019 10:00PM ET,LA,1.82
,,,,,,,,,,LW,Scott Wilson (12321960),Scott Wilson,12321960,W/UTIL,2800,DET@BUF 03/28/2019 07:00PM ET,BUF,1.3
,,,,,,,,,,D,Adam McQuaid (12322366),Adam McQuaid,12322366,D/UTIL,2800,MON@CLS 03/28/2019 07:00PM ET,CLS,1.54
,,,,,,,,,,D,Mark Borowiecki (12322368),Mark Borowiecki,12322368,D/UTIL,2800,FLA@OTT 03/28/2019 07:30PM ET,OTT,1.63
,,,,,,,,,,C,Tom Kuhnhackl (12321622),Tom Kuhnhackl,12321622,C/UTIL,2800,NYI@WPG 03/28/2019 08:00PM ET,NYI,1.74
,,,,,,,,,,LW,Anthony Beauvillier (12321954),Anthony Beauvillier,12321954,W/UTIL,2800,NYI@WPG 03/28/2019 08:00PM ET,NYI,2.04
,,,,,,,,,,RW,Jason Dickinson (12321950),Jason Dickinson,12321950,W/UTIL,2800,DAL@EDM 03/28/2019 09:00PM ET,DAL,1.75
,,,,,,,,,,C,Brandon Sutter (12321624),Brandon Sutter,12321624,C/UTIL,2800,LA@VAN 03/28/2019 10:00PM ET,VAN,1.73
,,,,,,,,,,RW,Trevor Lewis (12321952),Trevor Lewis,12321952,W/UTIL,2800,LA@VAN 03/28/2019 10:00PM ET,LA,1.76
,,,,,,,,,,RW,Markus Granlund (12321956),Markus Granlund,12321956,W/UTIL,2800,LA@VAN 03/28/2019 10:00PM ET,VAN,1.69
,,,,,,,,,,LW,Marcus Sorensen (12321958),Marcus Sorensen,12321958,W/UTIL,2800,CHI@SJ 03/28/2019 10:30PM ET,SJ,1.79
,,,,,,,,,,D,Madison Bowey (12322372),Madison Bowey,12322372,D/UTIL,2700,DET@BUF 03/28/2019 07:00PM ET,DET,1.61
,,,,,,,,,,D,Calvin de Haan (12322378),Calvin de Haan,12322378,D/UTIL,2700,WAS@CAR 03/28/2019 07:00PM ET,CAR,1.84
,,,,,,,,,,C,Alexander Wennberg (12321626),Alexander Wennberg,12321626,C/UTIL,2700,MON@CLS 03/28/2019 07:00PM ET,CLS,1.42
,,,,,,,,,,RW,Jordan Weal (12321970),Jordan Weal,12321970,W/UTIL,2700,MON@CLS 03/28/2019 07:00PM ET,MON,1.47
,,,,,,,,,,D,Markus Nutivaara (12322376),Markus Nutivaara,12322376,D/UTIL,2700,MON@CLS 03/28/2019 07:00PM ET,CLS,1.55
,,,,,,,,,,C,Henrik Borgstrom (12321628),Henrik Borgstrom,12321628,C/UTIL,2700,FLA@OTT 03/28/2019 07:30PM ET,FLA,1.64
,,,,,,,,,,LW,Dryden Hunt (12321968),Dryden Hunt,12321968,W/UTIL,2700,FLA@OTT 03/28/2019 07:30PM ET,FLA,1.52
,,,,,,,,,,D,Christian Jaros (12322380),Christian Jaros,12322380,D/UTIL,2700,FLA@OTT 03/28/2019 07:30PM ET,OTT,1.6
,,,,,,,,,,RW,Brandon Tanev (12321964),Brandon Tanev,12321964,W/UTIL,2700,NYI@WPG 03/28/2019 08:00PM ET,WPG,2.16
,,,,,,,,,,LW,Mathieu Perreault (12321972),Mathieu Perreault,12321972,W/UTIL,2700,NYI@WPG 03/28/2019 08:00PM ET,WPG,1.65
,,,,,,,,,,RW,Blake Comeau (12321966),Blake Comeau,12321966,W/UTIL,2700,DAL@EDM 03/28/2019 09:00PM ET,DAL,1.46
,,,,,,,,,,LW,Carl Grundstrom (12321962),Carl Grundstrom,12321962,W/UTIL,2700,LA@VAN 03/28/2019 10:00PM ET,LA,2.17
,,,,,,,,,,D,Derek Forbort (12322370),Derek Forbort,12322370,D/UTIL,2700,LA@VAN 03/28/2019 10:00PM ET,LA,1.65
,,,,,,,,,,D,Gustav Forsling (12322374),Gustav Forsling,12322374,D/UTIL,2700,CHI@SJ 03/28/2019 10:30PM ET,CHI,1.7
,,,,,,,,,,LW,Taro Hirose (12321974),Taro Hirose,12321974,W/UTIL,2600,DET@BUF 03/28/2019 07:00PM ET,DET,2.75
,,,,,,,,,,LW,Matt Puempel (12321980),Matt Puempel,12321980,W/UTIL,2600,DET@BUF 03/28/2019 07:00PM ET,DET,1.5
,,,,,,,,,,LW,Justin Abdelkader (12321986),Justin Abdelkader,12321986,W/UTIL,2600,DET@BUF 03/28/2019 07:00PM ET,DET,1.54
,,,,,,,,,,D,Trevor van Riemsdyk (12322384),Trevor van Riemsdyk,12322384,D/UTIL,2600,WAS@CAR 03/28/2019 07:00PM ET,CAR,1.64
,,,,,,,,,,D,Christian Folin (12322382),Christian Folin,12322382,D/UTIL,2600,MON@CLS 03/28/2019 07:00PM ET,MON,1.7
,,,,,,,,,,RW,Jayce Hawryluk (12321978),Jayce Hawryluk,12321978,W/UTIL,2600,FLA@OTT 03/28/2019 07:30PM ET,FLA,1.57
,,,,,,,,,,LW,Brian Gibbons (12321984),Brian Gibbons,12321984,W/UTIL,2600,FLA@OTT 03/28/2019 07:30PM ET,OTT,1.24
,,,,,,,,,,C,Andrew Copp (12321630),Andrew Copp,12321630,C/UTIL,2600,NYI@WPG 03/28/2019 08:00PM ET,WPG,1.83
,,,,,,,,,,LW,Mattias Janmark (12321976),Mattias Janmark,12321976,W/UTIL,2600,DAL@EDM 03/28/2019 09:00PM ET,DAL,1.65
,,,,,,,,,,RW,Josh Currie (12321982),Josh Currie,12321982,W/UTIL,2600,DAL@EDM 03/28/2019 09:00PM ET,EDM,1.65
,,,,,,,,,,C,David Kampf (12321632),David Kampf,12321632,C/UTIL,2600,CHI@SJ 03/28/2019 10:30PM ET,CHI,1.52
,,,,,,,,,,C,Johan Larsson (12321650),Johan Larsson,12321650,C/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,BUF,1.32
,,,,,,,,,,C,Christoffer Ehn (12321658),Christoffer Ehn,12321658,C/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,DET,1.06
,,,,,,,,,,C,Vladimir Sobotka (12321670),Vladimir Sobotka,12321670,C/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,BUF,1.21
,,,,,,,,,,C,Jacob de la Rose (12321680),Jacob de la Rose,12321680,C/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,DET,1.05
,,,,,,,,,,C,Wade Megan (12321682),Wade Megan,12321682,C/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,DET,1.09
,,,,,,,,,,C,Kevin Porter (12321702),Kevin Porter,12321702,C/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,BUF,0
,,,,,,,,,,C,Danny O'Regan (12321704),Danny O'Regan,12321704,C/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,BUF,1
,,,,,,,,,,C,Dominic Turgeon (12321752),Dominic Turgeon,12321752,C/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,DET,0
,,,,,,,,,,LW,Tage Thompson (12322000),Tage Thompson,12322000,W/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,BUF,1.38
,,,,,,,,,,LW,Zemgus Girgensons (12322024),Zemgus Girgensons,12322024,W/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,BUF,1.28
,,,,,,,,,,LW,Ryan Kuffner (12322038),Ryan Kuffner,12322038,W/UTIL,2500,DET@BUF 03/28/2019 07:00PM ET,DET,0.62
